Poligonal,Ponto,Longitude,Latitude,Distância em km (em relação ao anterior)
352,9,-96.391746521,46.6642456055,5.6229301529
352,10,-96.3826828003,46.65366745,1.3645552019
352,11,-96.3131256104,46.5583190918,11.8592739257
352,12,-96.2282333374,46.4347572327,15.1986528701
352,13,-96.1397018433,46.3357620239,12.9338083086
352,14,-96.1231994629,46.2892723083,5.3225349871
352,15,-96.1114273071,46.2705535889,2.2695413915
352,16,-96.0274658203,46.2144699097,8.9767545056
352,17,-95.914100647,46.1253128052,13.2095061467
352,18,-95.85521698,46.0597076416,8.5927004014
352,19,-95.8015060425,46.0200080872,6.055930296
352,20,-95.7353973389,46.0010414124,5.5238824902
352,21,-95.6125793457,45.9502105713,11.046474322
352,22,-95.4942779541,45.8816680908,11.9097942067
352,23,-95.4496307373,45.8730926514,3.585420014
352,24,-95.4161605835,45.8576011658,3.1118590092
352,25,-95.3899993896,45.8431549072,2.5857112103
352,26,-95.3608322144,45.8315811157,2.6003529273
352,27,-95.1406097412,45.8198394775,17.1139052869
352,28,-95.0432052612,45.7578811646,10.2227001544
352,29,-94.9527206421,45.7143707275,8.5277958672
352,30,-94.8778457642,45.6848449707,6.6776654674
352,31,-94.8027038574,45.6594161987,6.4871019173
352,32,-94.7045440674,45.6558914185,7.6389447699
352,33,-94.6306610107,45.6284942627,6.5016032544
352,34,-94.4810333252,45.5983734131,12.1104503818
352,35,-94.393447876,45.6038665771,6.8412475457
352,36,-94.3265075684,45.5614128113,7.0301755548
352,37,-94.2387390137,45.5453033447,7.0648435085
352,38,-94.2120132446,45.5357093811,2.3389021658
352,39,-94.1783828735,45.5203971863,3.1244412941
352,40,-94.1114654541,45.4375839233,10.5837312868
352,41,-94.0188980103,45.3762130737,9.9392928671
352,42,-93.8668899536,45.3258781433,13.1310126468
352,43,-93.8083877563,45.2939224243,5.7927221295
352,44,-93.7303695679,45.2808418274,6.2743809854
352,45,-93.6734161377,45.2515296936,5.521786217
352,46,-93.5799484253,45.2173614502,8.2463072477
352,47,-93.5217590332,45.1651725769,7.3803427828
352,48,-93.5056610107,45.1341133118,3.6771311139
352,49,-93.4337615967,45.0882492065,7.6054785351
353,1,-93.4337615967,45.0882492065,0
353,2,-93.3697433472,45.0768508911,5.1836217855
353,3,-93.3160247803,45.0756492615,4.2202038442
353,4,-93.2910385132,45.0681304932,2.1328140857
354,1,-93.0683288574,45.0363121033,17.8491170122
354,2,-93.0587921143,45.1247444153,9.8616928506
354,3,-93.0382766724,45.1527061462,3.5009295124
354,4,-93.034828186,45.2099304199,6.3687867527
354,5,-93.0107955933,45.2827796936,8.3160989552
354,6,-92.9916000366,45.5114555359,25.4717266569
354,7,-92.9857788086,45.761428833,27.7994468863
354,8,-92.9808349609,45.8672943115,11.7779380579
354,9,-92.9511260986,45.9747467041,12.1671533938
354,10,-92.9200897217,46.0080490112,4.4115217556
354,11,-92.9176635742,46.0502471924,4.6959605224
354,12,-92.8949203491,46.1057853699,6.4198931944
354,13,-92.8915328979,46.1420631409,4.0423432459
354,14,-92.8639678955,46.1679496765,3.5768046004
354,15,-92.8583602905,46.174041748,0.8033282212
354,16,-92.8228988647,46.240436554,7.8709499749
354,17,-92.8251037598,46.3109703064,7.844825957
354,18,-92.8114547729,46.3539352417,4.8910630431
354,19,-92.7320556641,46.4534950256,12.6341455945
354,20,-92.548828125,46.6007957458,21.5584048754
354,21,-92.536026001,46.6240196228,2.761321312
354,22,-92.4705734253,46.6681213379,7.0008405231
354,23,-92.4504852295,46.6924133301,3.1055874984
354,24,-92.426071167,46.6943130493,1.8739773066
354,25,-92.2977523804,46.6969909668,9.7908452926
354,26,-92.2024688721,46.7305603027,8.1673215182
354,27,-92.1941223145,46.7371520996,0.9705056987
354,28,-92.1246337891,46.7719955444,6.5601396166
354,29,-92.1045761108,46.7843093872,2.0512628553
354,30,-92.1063919067,46.7966690063,1.3812619973
355,1,-93.0857467651,45.0358428955,209.9371329879
355,2,-93.0683288574,45.0363121033,1.3696438352
356,1,-93.0857467651,45.0358428955,1.3696438352
356,2,-93.1902999878,45.0695648193,9.0285895905
356,3,-93.2482452393,45.0656738281,4.5711843392
356,4,-93.2910385132,45.0681304932,3.3718457206
357,1,-93.0857467651,45.0358428955,16.5215556596
357,2,-93.083442688,44.9806251526,6.1426041623
357,3,-93.09375,44.9561386108,2.8409589839
358,1,-69.5967254639,44.6090736389,1848.3848474941
358,2,-69.4658584595,44.6912574768,13.8087032203
358,3,-69.4262466431,44.7634468079,8.6155000803
358,4,-69.396522522,44.7934913635,4.0823124523
358,5,-69.3183822632,44.8245849609,7.0677576909
358,6,-69.2848358154,44.8252372742,2.6466881148
358,7,-69.1574859619,44.7864227295,10.9347755314
358,8,-68.9342727661,44.757598877,17.9093291841
358,9,-68.8450775146,44.7706375122,7.1896398155
358,10,-68.8272247314,44.801940918,3.7551185879
358,11,-68.8092727661,44.8259239197,3.0194438487
358,12,-68.7825775146,44.8294563293,2.1415903031
358,13,-68.7805862427,44.8297195435,0.1597363336
359,1,-70.3742828369,45.8183784485,166.15546034
359,2,-70.2169342041,45.604434967,26.743169657
359,3,-70.0986175537,45.550655365,10.9799332241
359,4,-70.0018157959,45.3642196655,22.0628033434
359,5,-69.9480361938,45.3391227722,5.0446542302
359,6,-69.9767150879,45.1813735962,17.6839459677
359,7,-69.9014282227,45.1132545471,9.603847323
359,8,-69.8297195435,44.9626731873,17.6664909465
359,9,-69.7221679688,44.7726554871,22.7656757062
359,10,-69.6468734741,44.733215332,7.3880654805
359,11,-69.6397018433,44.6973648071,4.0264723104
359,12,-69.6504592896,44.6579246521,4.4672666682
359,13,-69.5967254639,44.6090736389,6.8981659836
360,1,-72.0546951294,44.4254989624,195.9418399647
360,2,-72.0297088623,44.4926300049,7.7235481795
360,3,-72.029006958,44.538684845,5.1213669606
360,4,-72.0521774292,44.5796279907,4.9088588375
360,5,-72.1163787842,44.6229743958,7.0048377723
360,6,-72.1378860474,44.6807594299,6.6468173219
360,7,-72.1864547729,44.7133674622,5.280548733
360,8,-72.2257537842,44.7828025818,8.3212386534
360,9,-72.2218475342,44.8087654114,2.9033425489
360,10,-72.1753082275,44.864276886,7.1810375836
360,11,-72.1472396851,44.9483451843,9.6057797371
360,12,-72.134437561,44.9682579041,2.4325599276
360,13,-72.1108169556,44.9825401306,2.4442355943
360,14,-72.0886611938,45.0066108704,3.1936101649
361,1,-69.8253936768,44.220993042,199.3023000552
361,2,-69.81300354,44.2666816711,5.1753257646
361,3,-69.8150558472,44.3265151978,6.6551892265
361,4,-69.8075790405,44.344078064,2.0414312589
361,5,-69.73777771,44.4066619873,8.899743021
361,6,-69.7040786743,44.4534988403,5.8552322263
361,7,-69.6629867554,44.5649261475,12.8114602825
361,8,-69.6039428711,44.6045417786,6.4240977869
361,9,-69.5967254639,44.6090736389,0.7618329877
362,1,-93.09375,44.9561386108,1848.3848474941
362,2,-93.0654754639,44.9582672119,2.2373479875
362,3,-93.0457458496,44.9510231018,1.7490297488
362,4,-92.9683685303,44.951675415,6.089517772
362,5,-92.8475112915,44.9474372864,9.522633861
362,6,-92.7549514771,44.9559707642,7.3453494774
362,7,-92.7325820923,44.9580230713,1.7748821746
362,8,-92.7047653198,44.9564056396,2.1961499404
362,9,-92.6892547607,44.9558639526,1.2219625836
362,10,-92.5770187378,44.9561958313,8.8315927205
362,11,-92.5201721191,44.9401321411,4.817108296
362,12,-92.3753738403,44.9314422607,11.438645196
362,13,-92.1747741699,44.9301147461,15.7922172091
362,14,-91.9528579712,44.9074172974,17.6545817787
362,15,-91.9257125854,44.9051704407,2.1523888028
362,16,-91.8055648804,44.8972473145,9.5040119998
362,17,-91.7471084595,44.8827133179,4.8803998491
362,18,-91.5805206299,44.8283462524,14.4559801795
362,19,-91.5254898071,44.7748756409,7.3622356425
362,20,-91.4691696167,44.7620239258,4.6701434703
362,21,-91.4345016479,44.7638969421,2.7449936131
362,22,-91.4120330811,44.7651367188,1.7792235094
362,23,-91.3827362061,44.7523155212,2.7172337374
362,24,-91.3299179077,44.7010269165,7.0665362272
362,25,-91.2910232544,44.6394996643,7.5010892697
362,26,-91.2448120117,44.614566803,4.5891150623
362,27,-91.2073898315,44.5808372498,4.7797331211
362,28,-91.1570053101,44.5376930237,6.2410482224
362,29,-91.0666503906,44.4279594421,14.1515572205
362,30,-91.0166397095,44.3952445984,5.3863329913
362,31,-90.8474502563,44.3122634888,16.3124220197
362,32,-90.8274078369,44.299697876,2.1203247854
362,33,-90.5493240356,44.1526985168,27.5346667195
362,34,-90.5258255005,44.1159629822,4.4947123489
362,35,-90.5192947388,44.0636100769,5.8446972414
362,36,-90.5033874512,44.0204467773,4.9651010278
362,37,-90.4411468506,43.9803581238,6.6824516837
363,1,-70.2994689941,43.7208213806,1611.361688289
363,2,-70.2890167236,43.7264480591,1.0473441936
363,3,-70.2766036987,43.7333908081,1.2612554492
363,4,-70.2629241943,43.7402992249,1.3408779808
363,5,-70.2525482178,43.7445526123,0.9583688057
363,6,-70.2428588867,43.7479286194,0.8641263077
363,7,-70.2293930054,43.7507362366,1.1257878497
363,8,-70.2178726196,43.7526855469,0.9503755807
363,9,-70.2103042603,43.7520065308,0.6125620635
363,10,-70.2040100098,43.7513694763,0.5104987267
363,11,-70.1694564819,43.8023262024,6.3088218716
363,12,-70.1232147217,43.8347053528,5.1698351483
363,13,-70.1121139526,43.8512458801,2.0433571841
363,14,-70.1020736694,43.8714599609,2.387496549
363,15,-70.0527648926,43.91147995,5.9510647325
363,16,-69.9884262085,43.9250450134,5.3695499275
363,17,-69.9543762207,43.9527282715,4.1120038369
363,18,-69.8735351563,44.0697021484,14.5250040838
363,19,-69.8311538696,44.1376991272,8.283663102
363,20,-69.8211593628,44.1757049561,4.3006111086
363,21,-69.8253936768,44.220993042,5.0471060684
364,1,-70.2994689941,43.7208213806,67.3237397976
364,2,-70.3014373779,43.7313499451,1.1813593855
364,3,-70.2998352051,43.7490768433,1.9753390519
364,4,-70.2994155884,43.7686653137,2.1783992198
364,5,-70.3024597168,43.7942619324,2.8566867519
364,6,-70.3070297241,43.8153610229,2.3746031062
364,7,-70.3122634888,43.8360099792,2.3341317086
364,8,-70.3157272339,43.8538818359,2.0065796179
364,9,-70.3175048828,43.868057251,1.5826644402
364,10,-70.3207626343,43.8781776428,1.1552370684
364,11,-70.3218154907,43.8823127747,0.4674847742
364,12,-70.3220748901,43.901008606,2.0789855091
364,13,-70.3218078613,43.9178657532,1.8745513051
364,14,-70.3162307739,43.9386787415,2.3570022478
364,15,-70.3129959106,43.9513511658,1.4327117613
364,16,-70.307182312,43.9648590088,1.5724364287
364,17,-70.2989578247,43.9874267578,2.5942824377
364,18,-70.2897186279,44.0054016113,2.130976529
364,19,-70.2806625366,44.0197410583,1.7512380339
364,20,-70.2719039917,44.0286064148,1.2092000188
364,21,-70.264541626,44.0352401733,0.9436816563
364,22,-70.2573776245,44.0382270813,0.6620139617
364,23,-70.2515106201,44.040802002,0.5494651166
364,24,-70.236656189,44.0444831848,1.255884559
364,25,-70.2204437256,44.049949646,1.4312401031
364,26,-70.2093505859,44.0546455383,1.0288706648
364,27,-70.1976394653,44.0593299866,1.0710336187
364,28,-70.1840515137,44.0630455017,1.1616863255
364,29,-70.1570205688,44.0681877136,2.2341384247
364,30,-70.1441497803,44.0705528259,1.0613879177
364,31,-70.1312026978,44.0742797852,1.1142652796
364,32,-70.1095962524,44.0845870972,2.0718073202
364,33,-70.0899429321,44.0940475464,1.8895444804
364,34,-70.0728530884,44.1031150818,1.6967550096
364,35,-70.050491333,44.1152267456,2.236345034
364,36,-70.030708313,44.1264877319,2.0153537695
364,37,-70.0124206543,44.134147644,1.6899034717
364,38,-70.0001373291,44.1369743347,1.0294167115
364,39,-69.9798049927,44.1358985901,1.6269800189
364,40,-69.9632263184,44.1358566284,1.3230449606
364,41,-69.9480361938,44.134021759,1.2292945171
364,42,-69.9384613037,44.1341896057,0.7643608619
364,43,-69.9201583862,44.1418380737,1.6901502774
364,44,-69.9023742676,44.1513175964,1.7676461794
364,45,-69.8757171631,44.1701126099,2.9815188242
364,46,-69.8583908081,44.1823387146,1.9384133966
364,47,-69.848777771,44.1934509277,1.4540460383
364,48,-69.8399124146,44.2027435303,1.2518671731
364,49,-69.8344497681,44.2085113525,0.7751945001
364,50,-69.8310470581,44.2120475769,0.4776681948
364,51,-69.8253936768,44.220993042,1.0919698004
365,1,-72.3625030518,43.628616333,213.5915919202
365,2,-72.358291626,43.646320343,1.9975562466
365,3,-72.3513870239,43.6703643799,2.7306639729
365,4,-72.3345108032,43.7138671875,5.0239889037
365,5,-72.2423171997,43.7782516479,10.3004835652
365,6,-72.212348938,43.8821525574,11.8006990628
365,7,-72.1698150635,43.9298629761,6.3052365077
365,8,-72.1299819946,44.0158691406,10.080686021
365,9,-72.0965042114,44.1443557739,14.5351742869
365,10,-72.0854873657,44.1961631775,5.8273461124
365,11,-72.0938873291,44.2605552673,7.1912872595
365,12,-72.0598068237,44.3138580322,6.5183116732
365,13,-72.019241333,44.3470001221,4.8981411122
365,14,-72.015007019,44.3606185913,1.5512772487
365,15,-72.0170669556,44.3775177002,1.8862156142
365,16,-72.0343780518,44.3978385925,2.6453599458
365,17,-72.0546951294,44.4254989624,3.4733531929
366,1,-72.3625030518,43.628616333,91.9629973
366,2,-72.377456665,43.6379089355,1.586193713
366,3,-72.3905792236,43.6448974609,1.3110724432
366,4,-72.4158706665,43.6725196838,3.6842028696
366,5,-72.4102249146,43.7248191833,5.8331237036
366,6,-72.434173584,43.7847633362,6.9374687854
366,7,-72.4510269165,43.7963485718,1.868038157
366,8,-72.4738464355,43.7961578369,1.8316426798
366,9,-72.5054016113,43.7732887268,3.5893308651
366,10,-72.5180664063,43.773891449,1.0190820672
366,11,-72.5453796387,43.8006057739,3.6920185716
366,12,-72.5939712524,43.8111495972,4.0718298637
366,13,-72.6144180298,43.8655662537,6.2691475161
366,14,-72.6190795898,44.0113868713,16.2188083298
366,15,-72.6012115479,44.1383247375,14.1868383156
366,16,-72.5719451904,44.197265625,6.9572194929
366,17,-72.5893478394,44.2498664856,6.0110913267
366,18,-72.6357345581,44.2909164429,5.8716395588
366,19,-72.6804122925,44.3246459961,5.1676891096
366,20,-72.737449646,44.3484535217,5.2522336721
366,21,-72.7666931152,44.3569297791,2.5089131246
366,22,-72.8659057617,44.3856239319,8.5069068342
366,23,-72.9117584229,44.3964920044,3.8385475131
366,24,-72.9614105225,44.411026001,4.2626336637
366,25,-72.9880142212,44.4285507202,2.8742562469
366,26,-73.0046310425,44.4295921326,1.3245511503
366,27,-73.108833313,44.4348869324,8.2947836952
366,28,-73.1872940063,44.454082489,6.5841972523
366,29,-73.1787261963,44.4750061035,2.4239150257
366,30,-73.1702194214,44.4900016785,1.7988282224
366,31,-73.1744537354,44.510093689,2.2592281722
366,32,-73.1820373535,44.5183486938,1.0973329268
366,33,-73.1843338013,44.5407066345,2.4927453577
366,34,-73.1607131958,44.5852584839,5.2955982707
366,35,-73.158531189,44.6057701111,2.2873232587
366,36,-73.1330795288,44.6398200989,4.2886654942
366,37,-73.1287231445,44.6794776917,4.4231637207
366,38,-73.0912094116,44.699760437,3.7256990147
366,39,-73.0627746582,44.7123413086,2.6470323984
366,40,-73.0672531128,44.7598228455,5.2915433035
366,41,-73.0600204468,44.8177223206,6.4633793495
366,42,-73.0945358276,44.9306907654,12.8525847935
366,43,-73.0712127686,44.9857711792,6.3936899079
366,44,-73.073059082,45.0077629089,2.4496744712
367,1,-84.3394622803,46.5182647705,889.1435694179
367,2,-84.3751907349,46.4777374268,5.271351647
367,3,-84.4093551636,46.3688774109,12.384700676
367,4,-84.4154205322,46.3328590393,4.0320243118
367,5,-84.4379730225,46.3052520752,3.5246278886
367,6,-84.4777755737,46.2755355835,4.5023973373
367,7,-84.5465393066,46.2454872131,6.2537997655
367,8,-84.5609970093,46.2281265259,2.2277740575
367,9,-84.5623779297,46.191947937,4.0242786665
367,10,-84.5709609985,46.1473236084,5.0058243939
367,11,-84.6334609985,46.1106033325,6.3142212696
367,12,-84.6885070801,46.0580101013,7.2266039302
367,13,-84.7564163208,45.9618721008,11.9072443482
367,14,-84.7588653564,45.9092674255,5.8524382177
367,15,-84.731803894,45.8574676514,6.1289378189
367,16,-84.7309494019,45.8482284546,1.0294810906
367,17,-84.7331695557,45.7746086121,8.1879612931
367,18,-84.7261505127,45.7267341614,5.3511812979
367,19,-84.7028884888,45.696144104,3.8512536866
367,20,-84.6441192627,45.6606292725,6.0366907596
367,21,-84.6368331909,45.6443367004,1.8981036677
367,22,-84.6203308105,45.5668334961,8.7130521964
367,23,-84.6203613281,45.4684295654,10.94201811
367,24,-84.6118469238,45.4424934387,2.9594440338
367,25,-84.5836868286,45.4098968506,4.2387508082
367,26,-84.5840682983,45.3870315552,2.5426792964
367,27,-84.5991973877,45.3313064575,6.3080915675
367,28,-84.5794448853,45.2820968628,5.6857222202
367,29,-84.5807800293,45.255153656,2.9977693144
367,30,-84.6688842773,45.1664199829,12.0410724647
367,31,-84.6732559204,45.1235923767,4.7745386094
367,32,-84.6971664429,45.0970191956,3.5002386437
367,33,-84.6986999512,45.0303230286,7.4172533111
367,34,-84.6972045898,45.0060462952,2.7020072637
367,35,-84.6592788696,44.9854812622,3.7580052567
367,36,-84.6481628418,44.969543457,1.9761599352
367,37,-84.6711654663,44.9100379944,6.8599397165
367,38,-84.6704406738,44.8661422729,4.8813154951
367,39,-84.6977920532,44.8442764282,3.2495841944
367,40,-84.708732605,44.8172531128,3.1262606451
367,41,-84.7096710205,44.7588119507,6.4987827066
367,42,-84.6849899292,44.6898574829,7.9114447028
367,43,-84.687461853,44.6552352905,3.8547711729
367,44,-84.708984375,44.6235809326,3.910083902
367,45,-84.7088623047,44.5710525513,5.840897508
367,46,-84.656867981,44.5084457397,8.0897900045
367,47,-84.5976867676,44.4578819275,7.3249512501
367,48,-84.5785827637,44.3681526184,10.0921687555
367,49,-84.5564651489,44.3467941284,2.9550769386
367,50,-84.4993133545,44.3236618042,5.2228034608
367,51,-84.4160385132,44.3168525696,6.6679683885
367,52,-84.2737121582,44.279838562,12.0514331325
367,53,-84.2080078125,44.2288551331,7.715050026
367,54,-84.1558074951,44.1455192566,10.1583454537
367,55,-84.1084594727,44.0751419067,8.6907875158
367,56,-84.0229873657,43.9885940552,11.8027461696
367,57,-84.0182495117,43.9605636597,3.1398115074
367,58,-84.0268249512,43.8304405212,14.4853394186
367,59,-84.0127563477,43.6816329956,16.5851764448
367,60,-83.9928741455,43.6529884338,3.5640588419
367,61,-83.9531478882,43.6193962097,4.9166219643
367,62,-83.9483108521,43.5931968689,2.9391509807
367,63,-83.94921875,43.5275840759,7.2961764621
367,64,-83.936340332,43.4992256165,3.319928111
368,1,-83.936340332,43.4992256165,0
368,2,-83.8973236084,43.4816131592,3.7070474266
368,3,-83.8866348267,43.4346618652,5.2915492222
369,1,-83.936340332,43.4992256165,8.2238184998
369,2,-83.9508209229,43.4843330383,2.0265249563
369,3,-83.9517593384,43.4415245056,4.7606941387
369,4,-83.9415435791,43.4351615906,1.0867029473
369,5,-83.8866348267,43.4346618652,4.4339470698
370,1,-71.5670166016,43.1839103699,996.2902421763
370,2,-71.5633468628,43.1988563538,1.6883357632
370,3,-71.5440292358,43.2294387817,3.7436444753
370,4,-71.5447463989,43.2622184753,3.6453984573
370,5,-71.6061172485,43.360294342,11.982774579
370,6,-71.5665893555,43.4269371033,8.0693105871
370,7,-71.5651550293,43.449672699,2.5307340073
370,8,-71.5769119263,43.4740180969,2.8685698292
370,9,-71.5985488892,43.48670578,2.2445608889
370,10,-71.6205291748,43.5262565613,4.7416765547
370,11,-71.6500320435,43.6970901489,19.1437513705
370,12,-71.6813659668,43.7809906006,9.6629565371
370,13,-71.6832809448,43.7992477417,2.0359125652
370,14,-71.672744751,43.8109054565,1.5476580885
370,15,-71.6586380005,43.8338890076,2.7950271592
370,16,-71.6743774414,43.8560295105,2.7666306993
370,17,-71.6904602051,43.8681564331,1.8657087057
370,18,-71.7168121338,43.9150810242,5.6288794541
370,19,-71.7152481079,43.9806632996,7.2934911685
370,20,-71.7030029297,44.0611114502,8.9988501878
370,21,-71.6981582642,44.1102485657,5.4774828395
370,22,-71.6905593872,44.1839599609,8.2187273678
370,23,-71.7569351196,44.2397994995,8.1571288254
370,24,-71.7554016113,44.2862739563,5.1691664329
370,25,-71.8011474609,44.3130264282,4.7013409626
370,26,-71.8086700439,44.3172531128,0.7609815587
370,27,-71.8299865723,44.3098526001,1.8851008299
370,28,-71.8380966187,44.3159103394,0.932787823
370,29,-71.8799667358,44.3252487183,3.4890148273
370,30,-71.9022064209,44.3292503357,1.8241448716
370,31,-71.9116668701,44.3375396729,1.1898602793
370,32,-71.9165115356,44.3417854309,0.6093677961
370,33,-71.9207000732,44.3719444275,3.3700207053
370,34,-71.9249725342,44.3993721008,3.0686575217
370,35,-71.9460296631,44.4220428467,3.0252871366
370,36,-72.0105667114,44.4248466492,5.1346122
370,37,-72.0325241089,44.4178771973,1.9082346928
370,38,-72.0546951294,44.4254989624,1.9540891476
371,1,-76.1622161865,43.1049308777,360.9982431412
371,2,-76.1198730469,43.1361083984,4.8815463421
371,3,-76.1143569946,43.1607666016,2.778144619
371,4,-76.1161117554,43.177116394,1.8235752507
371,5,-76.1355895996,43.2582511902,9.1588057595
371,6,-76.1310195923,43.2933616638,3.9215976486
371,7,-76.1098556519,43.3624267578,7.8681766057
371,8,-76.1079940796,43.4043312073,4.6619901369
371,9,-76.1172561646,43.4592590332,6.1533166445
371,10,-76.1243667603,43.5055809021,5.1826073927
371,11,-76.1100616455,43.5536117554,5.4638819442
371,12,-76.0764846802,43.6752586365,13.7939636443
371,13,-76.0781097412,43.7080230713,3.6455810508
371,14,-76.077255249,43.7421913147,3.7999557402
371,15,-76.0434875488,43.8415527344,11.3760920839
371,16,-75.9577407837,43.9704055786,15.8894630319
371,17,-75.9370803833,44.0035171509,4.0358516965
371,18,-75.9291000366,44.0136604309,1.2959379112
371,19,-75.9157028198,44.0348091125,2.5840934006
371,20,-75.9133071899,44.0854263306,5.6316321443
371,21,-75.8791122437,44.1378707886,6.4389397855
371,22,-75.8774719238,44.1707077026,3.6536425537
371,23,-75.8956985474,44.2073707581,4.3280201788
371,24,-75.9791793823,44.292766571,11.5921299286
371,25,-75.9913711548,44.3917312622,11.0469996134
372,1,-90.4411468506,43.9803581238,1151.5747543679
372,2,-90.2963790894,43.9366645813,12.5649509496
372,3,-90.1708450317,43.8927230835,11.1797562153
372,4,-90.1281051636,43.8701629639,4.2457824282
372,5,-90.050743103,43.7962760925,10.2959270842
372,6,-89.9261932373,43.7407341003,11.754394909
372,7,-89.8492889404,43.6872291565,8.5790443135
372,8,-89.8098602295,43.6454429626,5.6255964023
372,9,-89.8079071045,43.6331558228,1.3752781446
372,10,-89.8097381592,43.6181297302,1.6773128274
372,11,-89.8089599609,43.5862617493,3.5441117904
372,12,-89.7817230225,43.5708503723,2.7839463005
372,13,-89.574508667,43.5365447998,17.1287690042
372,14,-89.5164108276,43.5142555237,5.2993723344
372,15,-89.4981079102,43.4924087524,2.842605452
372,16,-89.463470459,43.3991165161,10.743896728
372,17,-89.4546737671,43.3358612061,7.0695218992
372,18,-89.3398132324,43.1924629211,18.4593541553
372,19,-89.3228988647,43.1724281311,2.616060654
372,20,-89.3016433716,43.1378288269,4.2159555785
372,21,-89.285446167,43.0995979309,4.4497204166
373,1,-71.4789505005,43.0493888855,1443.6008925947
373,2,-71.4963684082,43.1225166321,8.2535451417
373,3,-71.5539779663,43.1618232727,6.3992479927
373,4,-71.5670166016,43.1839103699,2.6739099103
374,1,-88.0797653198,44.5855636597,1330.1957025984
374,2,-88.0375595093,44.5508995056,5.1024926011
374,3,-87.9576568604,44.5135116577,7.5761134225
374,4,-87.9531097412,44.4879226685,2.8681279852
374,5,-87.9638748169,44.4652442932,2.6624411032
374,6,-87.9504776001,44.4373016357,3.2840243678
374,7,-87.8939819336,44.3910293579,6.8270752013
374,8,-87.8157501221,44.2696762085,14.8594927788
374,9,-87.7200775146,44.145362854,15.7869434901
374,10,-87.7066802979,44.1460952759,1.0720647214
374,11,-87.707824707,44.1269645691,2.1291970629
374,12,-87.706489563,44.1050758362,2.4362486944
374,13,-87.7060699463,44.0727157593,3.5984324434
374,14,-87.707901001,44.0271720886,5.0663389728
374,15,-87.7483520508,43.9384117126,10.3868152562
374,16,-87.7614974976,43.8711662292,7.5511579117
374,17,-87.7657699585,43.8029022217,7.5983424845
374,18,-87.7638320923,43.7546043396,5.3727325426
374,19,-87.7652587891,43.6485214233,11.7964396321
374,20,-87.7967224121,43.5788154602,8.1543452836
374,21,-87.8309326172,43.4982376099,9.3745950113
374,22,-87.8386764526,43.4386978149,6.6499519823
374,23,-87.8681945801,43.416759491,3.4107095119
374,24,-87.9294433594,43.4120445251,4.9749019562
374,25,-87.9273834229,43.3919944763,2.2356663274
374,26,-87.9226226807,43.3523445129,4.4256356176
374,27,-87.9270858765,43.3223648071,3.3530766031
374,28,-87.9255599976,43.2249794006,10.8294677502
374,29,-87.9134597778,43.1766014099,5.4680690083
374,30,-87.9152984619,43.0965614319,8.9012898906
374,31,-87.9323272705,43.0376319885,6.6970781723
375,1,-87.9323272705,43.0376319885,0
375,2,-87.9047851563,43.0359382629,2.2463697947
375,3,-87.8917160034,43.0331993103,1.1050209906
376,1,-89.285446167,43.0995979309,113.4586641939
376,2,-89.2245635986,43.108127594,5.0329403074
376,3,-88.9767150879,43.1119346619,20.1240536092
376,4,-88.8771743774,43.0860290527,8.5798861697
376,5,-88.7705078125,43.0872802734,8.6632988158
376,6,-88.6143341064,43.0881576538,12.6827128476
376,7,-88.57006073,43.0682868958,4.2204430461
376,8,-88.5344009399,43.0616569519,2.9892202605
376,9,-88.4672393799,43.0656814575,5.4744254826
376,10,-88.3709640503,43.0476074219,8.0762139007
376,11,-88.236114502,43.0509185791,10.9637318157
376,12,-88.1749343872,43.0371246338,5.2029917107
376,13,-88.1000289917,43.0217971802,6.3226388217
376,14,-88.0416030884,43.0279769897,4.7988872577
376,15,-87.9323272705,43.0376319885,8.9465201034
377,1,-83.8866348267,43.4346618652,330.6658417778
377,2,-83.8841629028,43.418598175,1.7973209491
377,3,-83.8513336182,43.3269462585,10.5310147996
377,4,-83.7692718506,43.2522773743,10.6325925622
377,5,-83.760055542,43.2195243835,3.7177075023
377,6,-83.7606277466,43.1069831848,12.5140963937
377,7,-83.7600021362,43.0618515015,5.0186713962
377,8,-83.741104126,43.002243042,6.8038146013
377,9,-83.7346496582,42.9969482422,0.7887656431
378,1,-86.2054901123,43.1703071594,201.5782950075
378,2,-86.0914001465,43.0759124756,13.9967422944
378,3,-86.0679550171,43.0675239563,2.1205590862
378,4,-85.9946594238,43.065612793,5.9579335227
378,5,-85.9402694702,43.0495872498,4.7647560245
378,6,-85.854133606,43.0413093567,7.0598889482
378,7,-85.7762451172,43.0199966431,6.7599700716
378,8,-85.6912612915,43.0257415771,6.9380224419
378,9,-85.6762084961,43.0257568359,1.2236238305
378,10,-85.6299285889,43.0234870911,3.7705602225
378,11,-85.6042709351,42.9890441895,4.3612800467
379,1,-76.1622161865,43.1049308777,766.9697894492
379,2,-76.2193145752,43.1240005493,5.0967779246
379,3,-76.2572555542,43.1133422852,3.2996814199
379,4,-76.315826416,43.1004905701,4.9649549845
379,5,-76.4833602905,43.082408905,13.7518028465
379,6,-76.5625152588,43.068145752,6.6219441073
379,7,-76.645111084,43.0464820862,7.1299127224
379,8,-76.6940307617,43.0145492554,5.3309470664
379,9,-76.7203903198,42.9994468689,2.722902157
379,10,-76.7731781006,42.9874191284,4.4968002569
379,11,-76.8403244019,42.9746055603,5.6449839426
